pair_type,key,domain_a,class_a,relative_path_a,sha256_a,domain_b,class_b,relative_path_b,sha256_b
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__16.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__16.wav,55e358e33cd80d6732171723d613ec1cf3c36a957a77e5c44ef96fba9be535e4,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__16.wav,55e358e33cd80d6732171723d613ec1cf3c36a957a77e5c44ef96fba9be535e4
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__17.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__17.wav,01a348bb7bb51b589a90e8879cefba0ed3ba44c25b9a6db968eafe351a4a4e88,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__17.wav,01a348bb7bb51b589a90e8879cefba0ed3ba44c25b9a6db968eafe351a4a4e88
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__18.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__18.wav,38893dc748bda345564e87a56c90b9bdf24448f042ec9d80418ba569430db89b,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__18.wav,38893dc748bda345564e87a56c90b9bdf24448f042ec9d80418ba569430db89b
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__19.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__19.wav,623e1a8845d4b6db97124d207b90f51779c5394bdc7dde42e2d5b3a176365ac3,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__19.wav,623e1a8845d4b6db97124d207b90f51779c5394bdc7dde42e2d5b3a176365ac3
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__2.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__2.wav,34190846fd539131d8d4cd1dc7bc5648f3d8aa5a705445dc22cee45262980d35,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__2.wav,34190846fd539131d8d4cd1dc7bc5648f3d8aa5a705445dc22cee45262980d35
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__20.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__20.wav,6655fb7e2a645dbf7c5255c61c510485938a95cf3cfb62095c676148ed558cae,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__20.wav,6655fb7e2a645dbf7c5255c61c510485938a95cf3cfb62095c676148ed558cae
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__3.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__3.wav,2030dbb0f252d17ef2e6e5043b5f4da922a29dd766a7f00ed542da59245eaae3,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__3.wav,2030dbb0f252d17ef2e6e5043b5f4da922a29dd766a7f00ed542da59245eaae3
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__4.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__4.wav,3548f088819bee6a1074ed51096ed82cf090f95f3bc7f44107cd7914863e7b8c,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__4.wav,3548f088819bee6a1074ed51096ed82cf090f95f3bc7f44107cd7914863e7b8c
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__5.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__5.wav,e468a0368738fad61c9e6123f15f26e4df6eee13256774f9f80895f4dc41ed15,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__5.wav,e468a0368738fad61c9e6123f15f26e4df6eee13256774f9f80895f4dc41ed15
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__6.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__6.wav,cb6a4e8a322f61f29b5597a65fb7bdb3de905b98c12aa747a13e66aa202fc54f,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__6.wav,cb6a4e8a322f61f29b5597a65fb7bdb3de905b98c12aa747a13e66aa202fc54f
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__7.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__7.wav,1cb48029d0a2f0b4fa9b6c7edba01cefa4f0a8db1984c470eea2c1e74d78faf8,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__7.wav,1cb48029d0a2f0b4fa9b6c7edba01cefa4f0a8db1984c470eea2c1e74d78faf8
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__8.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__8.wav,5b45417ea536b4bd650e216de6c1e039944c932c1b34c1bbe59404c0e57b2b8f,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__8.wav,5b45417ea536b4bd650e216de6c1e039944c932c1b34c1bbe59404c0e57b2b8f
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_1_label__1__9.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__9.wav,f83024025bfc1b3399d9dc06cb6d616017973c1c2239fd89c69e0899dcfa7e13,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_1_label__1__9.wav,f83024025bfc1b3399d9dc06cb6d616017973c1c2239fd89c69e0899dcfa7e13
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__1.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__1.wav,a2fbe62b54b85708b6e88e51d798b395ae6789c6982cdecbe5ce6afa065f99de,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__1.wav,a2fbe62b54b85708b6e88e51d798b395ae6789c6982cdecbe5ce6afa065f99de
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__10.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__10.wav,c87c2489c84946c5fcfa12681dccd864a179c60f2e914371d95178e97850e8cf,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__10.wav,c87c2489c84946c5fcfa12681dccd864a179c60f2e914371d95178e97850e8cf
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__11.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__11.wav,d37d47579f3ddf409667c8f4297781d6ba3d990282327e7016bab388328d3d02,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__11.wav,d37d47579f3ddf409667c8f4297781d6ba3d990282327e7016bab388328d3d02
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__12.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__12.wav,26188ee81398716dcd11017890a51778a8bef94f2f7c9fcd33c4e6c3519ef1ab,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__12.wav,26188ee81398716dcd11017890a51778a8bef94f2f7c9fcd33c4e6c3519ef1ab
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__13.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__13.wav,b0e7fb55a84375e4f1896d33d85a48cec7ca1c3bf1a52c07ce84e3538c6e994d,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__13.wav,b0e7fb55a84375e4f1896d33d85a48cec7ca1c3bf1a52c07ce84e3538c6e994d
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__2.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__2.wav,e4fe2cde106ef4ff8ed6c6585f66c1fae5827f7a603c183ca1c6488a2123af62,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__2.wav,e4fe2cde106ef4ff8ed6c6585f66c1fae5827f7a603c183ca1c6488a2123af62
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__3.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__3.wav,bfb726f9e18fd254ce1fd9738b48b875592537c7e00f5cc10fc9bfbb90982848,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__3.wav,bfb726f9e18fd254ce1fd9738b48b875592537c7e00f5cc10fc9bfbb90982848
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__4.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__4.wav,fea06a850d6507c10db1432ba79401f3e0b4e9bfd1d7db5cdb5fabaf89f22c3f,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__4.wav,fea06a850d6507c10db1432ba79401f3e0b4e9bfd1d7db5cdb5fabaf89f22c3f
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__5.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__5.wav,8598d7c4b225e9218a361f8ff2be1880dae51f9eabea4d97584fbf4fba9c6a86,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__5.wav,8598d7c4b225e9218a361f8ff2be1880dae51f9eabea4d97584fbf4fba9c6a86
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__6.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__6.wav,d142b94d9253a577ebc80213961e51f511ef1a9c4a6cd00c7c4920908475df52,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__6.wav,d142b94d9253a577ebc80213961e51f511ef1a9c4a6cd00c7c4920908475df52
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__7.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__7.wav,541575745b0ab5f23a29738f7d8e150ff58feec71de9121cee1acb64bf7a6ab5,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__7.wav,541575745b0ab5f23a29738f7d8e150ff58feec71de9121cee1acb64bf7a6ab5
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__8.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__8.wav,3747f43e3c86accfd735931e35fff4fa81f9fca0774bc902c186099571940fc0,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__8.wav,3747f43e3c86accfd735931e35fff4fa81f9fca0774bc902c186099571940fc0
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_2_label__1__9.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__9.wav,74c0617022ac99d3afcb91ec27b85d6f03b54c53da6aad7c400da5b9c838ddcd,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_2_label__1__9.wav,74c0617022ac99d3afcb91ec27b85d6f03b54c53da6aad7c400da5b9c838ddcd
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__1.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__1.wav,b5984f9787abc5da34bf2b2d9a115c307184db29407a5a839f1b7c5247efa09f,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__1.wav,b5984f9787abc5da34bf2b2d9a115c307184db29407a5a839f1b7c5247efa09f
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__10.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__10.wav,a2c20b43da27f57f870747d3f56a4f2972ba9c0d88abbd6c9639eb0ed426289d,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__10.wav,a2c20b43da27f57f870747d3f56a4f2972ba9c0d88abbd6c9639eb0ed426289d
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__11.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__11.wav,9ef93c84fc378b8efebca9806c2f02f67bebbe32a8f22df6903e2493fb5afe63,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__11.wav,9ef93c84fc378b8efebca9806c2f02f67bebbe32a8f22df6903e2493fb5afe63
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__12.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__12.wav,f4ffa88a2012359f04e5968b8034913a857fcb8d11aed10513a66a29a8e36132,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__12.wav,f4ffa88a2012359f04e5968b8034913a857fcb8d11aed10513a66a29a8e36132
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__2.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__2.wav,cff5600d99ba669ac42e882446e88dbf08f48ec79f9ca7df4eacdbc02fd72565,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__2.wav,cff5600d99ba669ac42e882446e88dbf08f48ec79f9ca7df4eacdbc02fd72565
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__3.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__3.wav,20c2dd3bc1887aab0b23a428114cfdaf49e52495b838880ed7311b80f77aa848,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__3.wav,20c2dd3bc1887aab0b23a428114cfdaf49e52495b838880ed7311b80f77aa848
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__4.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__4.wav,75a7072d683881617ebdbe37479673ed1ebd48d45be4089c3d1bd8a7750c58da,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__4.wav,75a7072d683881617ebdbe37479673ed1ebd48d45be4089c3d1bd8a7750c58da
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__5.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__5.wav,bc8063ed1ee892764bcee33d0800f31c3f9fa020369c00782bc2180219045783,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__5.wav,bc8063ed1ee892764bcee33d0800f31c3f9fa020369c00782bc2180219045783
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__6.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__6.wav,fe665bd08f7b64624465cba59e1f778622706882dc4faf046643ac058a58c25a,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__6.wav,fe665bd08f7b64624465cba59e1f778622706882dc4faf046643ac058a58c25a
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__7.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__7.wav,5347da7c8c1491b907acec2215d8e33fb6aacec308a460797e730b91d3edc384,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__7.wav,5347da7c8c1491b907acec2215d8e33fb6aacec308a460797e730b91d3edc384
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__8.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__8.wav,7f29c4ee44dcf112a78dfb39f3061c2999ac4e8562f23d73357ca50dba7f698e,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__8.wav,7f29c4ee44dcf112a78dfb39f3061c2999ac4e8562f23d73357ca50dba7f698e
relative_pattern,20220628111229_m_qiandao_n_s&qiandao_m_m&cargo_f_m_3_label__1__9.wav,open,other,open/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__9.wav,a76528f628b2b7bc566695aaf0bed33908b7eebe59711d6a80961a7ba22c2695,speedboat,other,speedboat/raw/other/20220628111229_M_QianDao_N_S&QianDao_M_M&Cargo_F_M_3_label__1__9.wav,a76528f628b2b7bc566695aaf0bed33908b7eebe59711d6a80961a7ba22c2695
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__1.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__1.wav,cea135c2f50fbe87238341cabbcd79b4a49316f3be032ebf39e8933291cfc722,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__1.wav,cea135c2f50fbe87238341cabbcd79b4a49316f3be032ebf39e8933291cfc722
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__10.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__10.wav,f322a303fe30b4d4c6049e39cf650e94263df3535b114f8c617e6a70830589b4,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__10.wav,f322a303fe30b4d4c6049e39cf650e94263df3535b114f8c617e6a70830589b4
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__11.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__11.wav,b54a8e4f1837e912fd8aa4940c5048ee291378b5f26c85aafb15818c3d2637cb,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__11.wav,b54a8e4f1837e912fd8aa4940c5048ee291378b5f26c85aafb15818c3d2637cb
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__12.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__12.wav,a1355a2b55f7478de1e99def2fdc5d5da361e8f26beef37c95208fa8022dc094,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__12.wav,a1355a2b55f7478de1e99def2fdc5d5da361e8f26beef37c95208fa8022dc094
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__13.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__13.wav,fb8d0aba925ff3c729dc794db4b57652bd0f358255fae174f48b7a2e1a5c4c59,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__13.wav,fb8d0aba925ff3c729dc794db4b57652bd0f358255fae174f48b7a2e1a5c4c59
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__14.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__14.wav,ebc60cae614f5d38581dcd5ae7517061e68fcd94e50bb683689e3e068656191f,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__14.wav,ebc60cae614f5d38581dcd5ae7517061e68fcd94e50bb683689e3e068656191f
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__15.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__15.wav,567335b95870d6f93c1c2fa2985c7831cb4c948b8f507ce6f649c6b1cbbebcda,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__15.wav,567335b95870d6f93c1c2fa2985c7831cb4c948b8f507ce6f649c6b1cbbebcda
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__16.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__16.wav,b8031dd4c46118d7601d35a36232d66df15eed005d51e729be7087a5cd0b13f4,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__16.wav,b8031dd4c46118d7601d35a36232d66df15eed005d51e729be7087a5cd0b13f4
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__17.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__17.wav,2f79f8a2d7c22d0fe3ef6ef7b171ed58b7eca8583ec376a17b957a1a83945400,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__17.wav,2f79f8a2d7c22d0fe3ef6ef7b171ed58b7eca8583ec376a17b957a1a83945400
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__18.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__18.wav,95673e49a1edfd2f85aa31c669cab12a12fb8959a06ddeff5b47cebb64fb4667,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__18.wav,95673e49a1edfd2f85aa31c669cab12a12fb8959a06ddeff5b47cebb64fb4667
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__19.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__19.wav,ee8dbc6c2293f31b1f7487011ef072d584d481532d3d41984991f8f27475a5f6,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__19.wav,ee8dbc6c2293f31b1f7487011ef072d584d481532d3d41984991f8f27475a5f6
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__2.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__2.wav,2b68e2fa3f84f61b35550acf7f5f35fc791e6383ee77a37f6f8c1b73a7346421,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__2.wav,2b68e2fa3f84f61b35550acf7f5f35fc791e6383ee77a37f6f8c1b73a7346421
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__20.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__20.wav,459004dd1dddc1264a8e188462c8a9618918b023750a79f8ddd4912d9eae922f,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__20.wav,459004dd1dddc1264a8e188462c8a9618918b023750a79f8ddd4912d9eae922f
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__21.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__21.wav,efeec094270465ba8ffd680519fca7cac0d7ad1b44a8312015d8011dc38f12a9,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__21.wav,efeec094270465ba8ffd680519fca7cac0d7ad1b44a8312015d8011dc38f12a9
relative_pattern,20220628152315_m_speedboat_f_w&speedboat_f_w&speedboat_f_w_2_label__1__22.wav,open,other,open/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__22.wav,e704baaf320564ff207ec7e4ca60d5d8531248e2bf34f8931124db85f96c36b6,uuv,other,uuv/raw/other/20220628152315_M_SpeedBoat_F_W&SpeedBoat_F_W&SpeedBoat_F_W_2_label__1__22.wav,e704baaf320564ff207ec7e4ca60d5d8531248e2bf34f8931124db85f96c36b6
